institution,service,price,date,time,start_dt,location
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53393.0,2025-08-18,18:54:00,2025-08-18 18:54:00,"Budapest, Örs vezér tere 25."
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53393.0,2025-07-28,13:30:00,2025-07-28 13:30:00,"Győr, Vasvári pál utca 2"
Caring Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53105.0,2025-07-28,14:12:00,2025-07-28 14:12:00,"Budapest, Zsigmond tér 10."
Central Clinic,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40606.0,2025-07-30,08:04:00,2025-07-30 08:04:00,"Budapest, Rákóczi út 4"
Claro Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49094.0,2025-07-24,09:23:00,2025-07-24 09:23:00,"Budapest, Teréz krt. 24"
Clinexpert,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47525.0,2025-07-23,08:03:00,2025-07-23 08:03:00,"Budapest, Kaszásdűlő utca 7."
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47864.0,2025-07-21,19:31:00,2025-07-21 19:31:00,"Budapest, Bécsi út 154"
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47864.0,2025-07-22,07:19:00,2025-07-22 07:19:00,"Pilisvörösvár, Árpád utca 21"
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47864.0,2025-07-22,10:47:00,2025-07-22 10:47:00,"Jászberény, Kossuth Lajos utca 5."
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47864.0,2025-07-24,18:08:00,2025-07-24 18:08:00,"Biatorbágy, Mester utca 2"
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47864.0,2025-08-18,09:49:00,2025-08-18 09:49:00,"Szentendre, Stromfeld Aurél utca 1/A"
Coordimed,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50335.0,2025-07-28,08:16:00,2025-07-28 08:16:00,"Budapest, Völgy utca 5"
Delfin Ultrahang,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40288.0,2025-07-18,11:53:00,2025-07-18 11:53:00,"Budapest, Pünkösdfürdő utca 48."
Dimenzió Orvosi Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",46257.0,2025-07-24,08:35:00,2025-07-24 08:35:00,"Budaörs, Lomnici köz 19."
Dimenzió-Med Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42596.0,2025-07-16,16:34:00,2025-07-16 16:34:00,"Budapest, Vécsey u. 3."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51256.0,2025-07-26,18:54:00,2025-07-26 18:54:00,"Budapest, Koszorúslány u. 1."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51256.0,2025-07-19,16:15:00,2025-07-19 16:15:00,"Budapest, Váci út 37."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51256.0,2025-08-05,15:30:00,2025-08-05 15:30:00,"Budapest, Könyves Kálmán krt. 12-14."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51256.0,2025-08-02,13:45:00,2025-08-02 13:45:00,"Paks, Tolnai út 93."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51256.0,2025-08-14,06:44:00,2025-08-14 06:44:00,"Pécs, Málics Ottó utca 1."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51256.0,2025-08-07,07:01:00,2025-08-07 07:01:00,"Szeged, Petőfi S. Sgt. 39."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51256.0,2025-07-19,18:55:00,2025-07-19 18:55:00,"Székesfehérvár, Huszár utca 2."
Egressy Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",48968.0,2025-08-16,08:25:00,2025-08-16 08:25:00,"Budapest, Egressy út 28-30."
Emineo Magánkórház,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44437.0,2025-07-26,16:30:00,2025-07-26 16:30:00,"Budapest, Hegyalja út 7."
EndoCare Endokrinológiai Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39860.0,2025-08-18,09:48:00,2025-08-18 09:48:00,"Budapest, Lechner Ödön fasor 7."
EntiTárs Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39443.0,2025-08-09,19:18:00,2025-08-09 19:18:00,"Budapest, Vilánnyi út 22/A"
Erzsébet Dentál & Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53636.0,2025-08-03,12:32:00,2025-08-03 12:32:00,Budapest Lajtha László utca 24.
ForHerMed Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44559.0,2025-07-26,16:38:00,2025-07-26 16:38:00,"Budapest, Bimbó út 108."
Főnix Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50257.0,2025-07-12,12:23:00,2025-07-12 12:23:00,"Budapest, Sasadi út 184"
Gasztro Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51263.0,2025-07-13,13:04:00,2025-07-13 13:04:00,"Budapest, Bokor utca 17"
Geomedical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52472.0,2025-08-20,16:42:00,2025-08-20 16:42:00,"Budapest, Kókai utca 6"
Globe Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54007.0,2025-08-20,06:25:00,2025-08-20 06:25:00,"Budapest, Szalay utca 2"
Golden Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52616.0,2025-07-20,15:19:00,2025-07-20 15:19:00,"Budapest, Tutaj utca 8."
Halas Medical Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40491.0,2025-08-15,13:15:00,2025-08-15 13:15:00,"Kiskunhalas, Eötvös utca 19."
Haller Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53114.0,2025-08-10,17:48:00,2025-08-10 17:48:00,"Budapest, Haller utca 23"
Halom Medical Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53419.0,2025-07-16,18:00:00,2025-07-16 18:00:00,"Budapest, Halom utca 10"
Hattyú Medicina,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50690.0,2025-08-03,19:23:00,2025-08-03 19:23:00,"Budapest, Hattyú utca 16."
Health&Youth Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47909.0,2025-08-02,14:24:00,2025-08-02 14:24:00,"Budapest,  Billegető utca 2/c"
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52117.0,2025-08-14,12:37:00,2025-08-14 12:37:00,"Budapest, Péterfy Sándor utca 8."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41568.0,2025-08-15,09:56:00,2025-08-15 09:56:00,"Székesfehérvár, Budai út 49."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43457.0,2025-07-14,12:52:00,2025-07-14 12:52:00,"Dunaújváros, Bartók Béla út 12. fszt. 1."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44898.0,2025-07-19,16:35:00,2025-07-19 16:35:00,"Budapest, Fehérvári út 12. IV. emelet 408."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41045.0,2025-08-19,18:57:00,2025-08-19 18:57:00,"Budapest, Árpád út 47."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45404.0,2025-07-15,10:12:00,2025-07-15 10:12:00,"Budapest, Bosnyák utca 48-50. E lépcsőház fszt 1"
HT Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38505.0,2025-08-18,09:05:00,2025-08-18 09:05:00,"Budapest, Pesti út 177."
Hungária Med-M,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49621.0,2025-08-09,09:33:00,2025-08-09 09:33:00,"Budapest, Jász u. 33-35."
Hungária Med-M,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43557.0,2025-08-07,18:14:00,2025-08-07 18:14:00,"Győr, Bajcsy-Zsilinszky utca 30-32"
IQB Medical Rózsadomb Center Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39805.0,2025-08-03,13:13:00,2025-08-03 13:13:00,"Budapest, Törökvész út 87"
Istenhegyi Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49176.0,2025-08-14,07:17:00,2025-08-14 07:17:00,"Budapest, Istenhegyi út 31"
LilyMed termékenységi és nőgyógyászati magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49696.0,2025-07-27,14:09:00,2025-07-27 14:09:00,"Budapest, Tinódi utca 1-3"
Liv Duna Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",48769.0,2025-08-05,17:00:00,2025-08-05 17:00:00,"Budapest, Lechner Ödön fasor 5"
Ma Belle Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40140.0,2025-07-16,19:56:00,2025-07-16 19:56:00,"Budapest, Andrássy út 43."
Madarász Ultrahang,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",48061.0,2025-07-27,17:53:00,2025-07-27 17:53:00,"Budapest, Madarász Viktor utca 47-49"
Margit Híd Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53535.0,2025-08-09,15:31:00,2025-08-09 15:31:00,"Budapest , Margit körút 5"
Mária Medical Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52397.0,2025-07-30,10:43:00,2025-07-30 10:43:00,"Budapest, Hidegkúti út 82/b"
Medalpin Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54401.0,2025-07-25,17:48:00,2025-07-25 17:48:00,"Budapest, Szállás utca 24"
Medcity Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45153.0,2025-07-22,06:22:00,2025-07-22 06:22:00,"Budapest, Megyeri út 53"
Medical Healing Point,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40993.0,2025-07-28,10:50:00,2025-07-28 10:50:00,nan
Medical Point Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45173.0,2025-08-18,15:19:00,2025-08-18 15:19:00,"Budapest, Madarász Viktor utca 47-49"
Medical Sport Rehabilitációs Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52269.0,2025-08-03,06:00:00,2025-08-03 06:00:00,"Budapest, Bécsi út 3-5, V. em. 55"
Medicina Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54767.0,2025-08-18,18:43:00,2025-08-18 18:43:00,"Budapest, Budakeszi út 36/C."
Medicina Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38473.0,2025-07-23,19:19:00,2025-07-23 19:19:00,"Budapest, Istenhegyi út 31/b"
Medina Egészségcentrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42924.0,2025-07-25,10:29:00,2025-07-25 10:29:00,"Budapest, Liszt Ferenc utca 6"
Medve Medical Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40955.0,2025-07-18,09:26:00,2025-07-18 09:26:00,"Budapest, Medve utca 34-40"
Menzou Dental,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44376.0,2025-08-07,17:55:00,2025-08-07 17:55:00,"Budapest, Vérmező út 6, földszint 1"
Móricz Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47855.0,2025-08-08,09:45:00,2025-08-08 09:45:00,"Budapest, Móricz Zsigmond körtér 2, 1. emelet 2"
myderm Magánbőrgyógyászati és Orvosi Esztétikai Rendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43673.0,2025-08-15,06:37:00,2025-08-15 06:37:00,"Budapest, Lövőház utca 39, I. emelet"
Oktogon Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47722.0,2025-07-12,10:50:00,2025-07-12 10:50:00,"Budapest, Andrássy út 46"
Oxygen Medical Magánorvosi Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54682.0,2025-07-14,07:12:00,2025-07-14 07:12:00,"Budapest, Árpád út 47."
Pálma Egészségügyi Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44311.0,2025-08-09,19:41:00,2025-08-09 19:41:00,"Budapest, Margit körút 44"
Pannónia Magánorvosi Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52830.0,2025-07-26,09:34:00,2025-07-26 09:34:00,Budapest Pannónia utca 35
Parliament Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47340.0,2025-08-10,10:50:00,2025-08-10 10:50:00,"Budapest, Vajkay utca 1"
Pasamed-Pasaréti Sportegészségügyi Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54610.0,2025-07-18,06:00:00,2025-07-18 06:00:00,nan
Pesti Gasztroenterológiai Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",46454.0,2025-08-20,12:48:00,2025-08-20 12:48:00,nan
Pesti Magánorvosi Centrm,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38344.0,2025-07-15,10:25:00,2025-07-15 10:25:00,nan
Pozitron Medical Diagnosztika Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42228.0,2025-07-13,14:59:00,2025-07-13 14:59:00,nan
Praxis Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49060.0,2025-08-02,06:03:00,2025-08-02 06:03:00,nan
Primavera Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53100.0,2025-08-15,15:03:00,2025-08-15 15:03:00,nan
RadiVert Diagnostic MR vizsgálatok,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50410.0,2025-08-04,07:08:00,2025-08-04 07:08:00,nan
Regenero Egészségház,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45424.0,2025-07-12,12:15:00,2025-07-12 12:15:00,nan
Remete 72 Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39793.0,2025-07-27,15:58:00,2025-07-27 15:58:00,nan
RMC Clinics (Rózsakert Medical Center),"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41311.0,2025-08-02,12:07:00,2025-08-02 12:07:00,nan
SanBer Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42844.0,2025-08-09,10:54:00,2025-08-09 10:54:00,nan
Secret Medical Egészségügyi-és Orvosesztétikai Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41367.0,2025-08-17,10:26:00,2025-08-17 10:26:00,nan
Smart Diagnosztika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53286.0,2025-08-04,18:28:00,2025-08-04 18:28:00,nan
SmileyMed,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54666.0,2025-07-14,13:16:00,2025-07-14 13:16:00,nan
Soulutions Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44092.0,2025-07-14,10:23:00,2025-07-14 10:23:00,nan
St. Sebastian Physio Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51267.0,2025-08-02,15:51:00,2025-08-02 15:51:00,nan
STEPS Robotikus Rehabilitációs központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45873.0,2025-07-19,19:52:00,2025-07-19 19:52:00,nan
Szent Magdolna Magánkórház,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49060.0,2025-07-29,15:07:00,2025-07-29 15:07:00,nan
Szigetvilág Magánorvosi Rendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52345.0,2025-07-10,06:53:00,2025-07-10 06:53:00,nan
T&T Orvosi Rendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47998.0,2025-08-13,08:40:00,2025-08-13 08:40:00,nan
Tabán Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54574.0,2025-07-30,14:57:00,2025-07-30 14:57:00,nan
TritonLife,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53218.0,2025-07-10,19:12:00,2025-07-10 19:12:00,nan
Újbuda Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38310.0,2025-07-25,17:44:00,2025-07-25 17:44:00,nan
Visegrádi40 Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40962.0,2025-08-18,17:44:00,2025-08-18 17:44:00,nan
Vitahelp,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44182.0,2025-08-06,08:03:00,2025-08-06 08:03:00,nan
VP-Med Egészségcentrum és Oktatási Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",48459.0,2025-07-31,10:40:00,2025-07-31 10:40:00,nan
Wáberer Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41504.0,2025-07-30,18:20:00,2025-07-30 18:20:00,nan
WellWay Clinics,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47791.0,2025-07-24,06:48:00,2025-07-24 06:48:00,nan
Zenon Clinic,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54077.0,2025-07-22,06:49:00,2025-07-22 06:49:00,nan
nan,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",,2025-07-24,07:29:00,2025-07-24 07:29:00,nan
nan,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",,2025-08-02,15:54:00,2025-08-02 15:54:00,nan
27 Sellő Mozgásszervi Terápiás Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43251.0,2025-07-11,11:58:00,2025-07-11 11:58:00,Budaörsi út 29
Aesthetica Orvosi Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47315.0,2025-08-06,15:31:00,2025-08-06 15:31:00,"Budapest, Váci út 76"
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39414.0,2025-08-10,10:39:00,2025-08-10 10:39:00,"Budapest, Fövény utca 4"
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39414.0,2025-07-30,10:20:00,2025-07-30 10:20:00,"Budapest, Lövőház utca 2"
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39414.0,2025-08-14,19:51:00,2025-08-14 19:51:00,"Budapest, Szabadság tér 7."
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39414.0,2025-08-07,06:19:00,2025-08-07 06:19:00,"Budapest, Hercegprímás utca 14"
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39414.0,2025-07-29,06:48:00,2025-07-29 06:48:00,"Budapest, Örs vezér tere 25."
Affidea Magyarország,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39414.0,2025-07-20,17:04:00,2025-07-20 17:04:00,"Győr, Vasvári pál utca 2"
Caring Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39583.0,2025-08-15,19:35:00,2025-08-15 19:35:00,"Budapest, Zsigmond tér 10."
Central Clinic,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52811.0,2025-08-12,06:13:00,2025-08-12 06:13:00,"Budapest, Rákóczi út 4"
Claro Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40157.0,2025-07-20,14:55:00,2025-07-20 14:55:00,"Budapest, Teréz krt. 24"
Clinexpert,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",46260.0,2025-07-19,07:11:00,2025-07-19 07:11:00,"Budapest, Kaszásdűlő utca 7."
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42859.0,2025-08-17,12:27:00,2025-08-17 12:27:00,"Budapest, Bécsi út 154"
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42859.0,2025-07-27,08:19:00,2025-07-27 08:19:00,"Pilisvörösvár, Árpád utca 21"
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42859.0,2025-08-06,06:26:00,2025-08-06 06:26:00,"Jászberény, Kossuth Lajos utca 5."
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42859.0,2025-08-08,14:37:00,2025-08-08 14:37:00,"Biatorbágy, Mester utca 2"
CMF Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42859.0,2025-07-28,09:01:00,2025-07-28 09:01:00,"Szentendre, Stromfeld Aurél utca 1/A"
Coordimed,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50674.0,2025-07-30,11:52:00,2025-07-30 11:52:00,"Budapest, Völgy utca 5"
Delfin Ultrahang,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39220.0,2025-08-09,12:46:00,2025-08-09 12:46:00,"Budapest, Pünkösdfürdő utca 48."
Dimenzió Orvosi Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52084.0,2025-07-11,11:13:00,2025-07-11 11:13:00,"Budaörs, Lomnici köz 19."
Dimenzió-Med Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49133.0,2025-08-03,09:36:00,2025-08-03 09:36:00,"Budapest, Vécsey u. 3."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52649.0,2025-08-11,12:45:00,2025-08-11 12:45:00,"Budapest, Koszorúslány u. 1."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52649.0,2025-07-15,06:02:00,2025-07-15 06:02:00,"Budapest, Váci út 37."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52649.0,2025-08-12,07:22:00,2025-08-12 07:22:00,"Budapest, Könyves Kálmán krt. 12-14."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52649.0,2025-08-16,09:21:00,2025-08-16 09:21:00,"Paks, Tolnai út 93."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52649.0,2025-07-21,18:05:00,2025-07-21 18:05:00,"Pécs, Málics Ottó utca 1."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52649.0,2025-07-16,06:53:00,2025-07-16 06:53:00,"Szeged, Petőfi S. Sgt. 39."
Doktor24,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52649.0,2025-08-06,08:54:00,2025-08-06 08:54:00,"Székesfehérvár, Huszár utca 2."
Egressy Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45757.0,2025-08-14,13:42:00,2025-08-14 13:42:00,"Budapest, Egressy út 28-30."
Emineo Magánkórház,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50685.0,2025-08-07,08:25:00,2025-08-07 08:25:00,"Budapest, Hegyalja út 7."
EndoCare Endokrinológiai Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40472.0,2025-07-28,19:31:00,2025-07-28 19:31:00,"Budapest, Lechner Ödön fasor 7."
EntiTárs Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54772.0,2025-07-11,08:51:00,2025-07-11 08:51:00,"Budapest, Vilánnyi út 22/A"
Erzsébet Dentál & Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41475.0,2025-08-08,18:00:00,2025-08-08 18:00:00,Budapest Lajtha László utca 24.
ForHerMed Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42157.0,2025-08-06,11:13:00,2025-08-06 11:13:00,"Budapest, Bimbó út 108."
Főnix Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38274.0,2025-07-14,06:32:00,2025-07-14 06:32:00,"Budapest, Sasadi út 184"
Gasztro Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45580.0,2025-07-29,09:52:00,2025-07-29 09:52:00,"Budapest, Bokor utca 17"
Geomedical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41614.0,2025-07-24,08:30:00,2025-07-24 08:30:00,"Budapest, Kókai utca 6"
Globe Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41630.0,2025-07-19,12:38:00,2025-07-19 12:38:00,"Budapest, Szalay utca 2"
Golden Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51061.0,2025-08-12,06:32:00,2025-08-12 06:32:00,"Budapest, Tutaj utca 8."
Halas Medical Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",48405.0,2025-07-15,13:01:00,2025-07-15 13:01:00,"Kiskunhalas, Eötvös utca 19."
Haller Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",48695.0,2025-08-15,10:15:00,2025-08-15 10:15:00,"Budapest, Haller utca 23"
Halom Medical Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40390.0,2025-07-12,13:39:00,2025-07-12 13:39:00,"Budapest, Halom utca 10"
Hattyú Medicina,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40854.0,2025-07-11,12:42:00,2025-07-11 12:42:00,"Budapest, Hattyú utca 16."
Health&Youth Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47481.0,2025-07-23,15:00:00,2025-07-23 15:00:00,"Budapest,  Billegető utca 2/c"
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54127.0,2025-07-16,06:58:00,2025-07-16 06:58:00,"Budapest, Péterfy Sándor utca 8."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51991.0,2025-07-19,15:21:00,2025-07-19 15:21:00,"Székesfehérvár, Budai út 49."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53857.0,2025-08-08,18:01:00,2025-08-08 18:01:00,"Dunaújváros, Bartók Béla út 12. fszt. 1."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54834.0,2025-07-31,08:14:00,2025-07-31 08:14:00,"Budapest, Fehérvári út 12. IV. emelet 408."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54559.0,2025-08-17,10:02:00,2025-08-17 10:02:00,"Budapest, Árpád út 47."
Hepinet Ultrahanghálózat,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40282.0,2025-08-10,15:19:00,2025-08-10 15:19:00,"Budapest, Bosnyák utca 48-50. E lépcsőház fszt 1"
HT Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38322.0,2025-08-17,15:08:00,2025-08-17 15:08:00,"Budapest, Pesti út 177."
Hungária Med-M,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42999.0,2025-08-14,09:29:00,2025-08-14 09:29:00,"Budapest, Jász u. 33-35."
Hungária Med-M,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44804.0,2025-08-18,09:34:00,2025-08-18 09:34:00,"Győr, Bajcsy-Zsilinszky utca 30-32"
